03/09/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58187.08132940	NaN	NaN	NaN
58187.08134134	NaN	NaN	NaN
58187.08135326	NaN	NaN	NaN
58187.08136518	NaN	NaN	NaN
58187.08137712	NaN	NaN	NaN
58187.08138906	NaN	NaN	NaN
58187.08140098	NaN	NaN	NaN
58187.08141291	NaN	NaN	NaN
58187.08142484	NaN	NaN	NaN
58187.08143678	NaN	NaN	NaN
58187.08144870	NaN	NaN	NaN
58187.08146064	NaN	NaN	NaN
58187.08147257	NaN	NaN	NaN
58187.08148450	NaN	NaN	NaN
58187.08149644	NaN	NaN	NaN
58187.08150837	NaN	NaN	NaN
58187.08152032	NaN	NaN	NaN
58187.08153225	NaN	NaN	NaN
58187.08154418	NaN	NaN	NaN
58187.08155611	NaN	NaN	NaN
58187.08156806	NaN	NaN	NaN
58187.08157999	NaN	NaN	NaN
58187.08159192	NaN	NaN	NaN
58187.08160386	NaN	NaN	NaN
58187.08161580	NaN	NaN	NaN
58187.08162774	NaN	NaN	NaN
58187.08163967	NaN	NaN	NaN
58187.08165160	NaN	NaN	NaN
58187.08166355	NaN	NaN	NaN
58187.08167548	NaN	NaN	NaN
58187.08168741	NaN	NaN	NaN
58187.08169935	NaN	NaN	NaN
58187.08171128	NaN	NaN	NaN
58187.08172323	NaN	NaN	NaN
58187.08173517	NaN	NaN	NaN
58187.08174711	NaN	NaN	NaN
58187.08175906	NaN	NaN	NaN
58187.08177099	NaN	NaN	NaN
58187.08178292	NaN	NaN	NaN
58187.08179485	NaN	NaN	NaN
58187.08180678	NaN	NaN	NaN
58187.08181871	NaN	NaN	NaN
58187.08183065	NaN	NaN	NaN
58187.08184260	NaN	NaN	NaN
58187.08185454	NaN	NaN	NaN
58187.08186649	NaN	NaN	NaN
58187.08187844	NaN	NaN	NaN
58187.08189039	NaN	NaN	NaN
58187.08190233	NaN	NaN	NaN
58187.08191427	NaN	NaN	NaN
58187.08192620	NaN	NaN	NaN
58187.08193814	NaN	NaN	NaN
58187.08195007	NaN	NaN	NaN
58187.08196200	NaN	NaN	NaN
58187.08197393	NaN	NaN	NaN
58187.08198586	NaN	NaN	NaN
58187.08199781	NaN	NaN	NaN
58187.08200975	NaN	NaN	NaN
58187.08202170	NaN	NaN	NaN
58187.08203363	NaN	NaN	NaN
58187.08204558	NaN	NaN	NaN
58187.08205750	NaN	NaN	NaN
58187.08206943	NaN	NaN	NaN
58187.08208136	NaN	NaN	NaN
58187.08209331	NaN	NaN	NaN
58187.08210524	NaN	NaN	NaN
58187.08211716	NaN	NaN	NaN
58187.08212910	NaN	NaN	NaN
58187.08214103	NaN	NaN	NaN
58187.08215295	NaN	NaN	NaN
58187.08216491	NaN	NaN	NaN
58187.08217684	NaN	NaN	NaN
58187.08218877	NaN	NaN	NaN
58187.08220072	NaN	NaN	NaN
58187.08221266	NaN	NaN	NaN
58187.08222460	NaN	NaN	NaN
58187.08223655	NaN	NaN	NaN
58187.08224851	NaN	NaN	NaN
58187.08226044	NaN	NaN	NaN
58187.08227237	NaN	NaN	NaN
58187.08228432	NaN	NaN	NaN
58187.08229625	NaN	NaN	NaN
58187.08230818	NaN	NaN	NaN
58187.08232011	NaN	NaN	NaN
58187.08233206	NaN	NaN	NaN
58187.08234401	NaN	NaN	NaN
58187.08235595	NaN	NaN	NaN
58187.08236789	NaN	NaN	NaN
58187.08237983	NaN	NaN	NaN
58187.08239176	NaN	NaN	NaN
58187.08240369	NaN	NaN	NaN
58187.08241562	NaN	NaN	NaN
58187.08242758	NaN	NaN	NaN
58187.08243951	NaN	NaN	NaN
58187.08245147	NaN	NaN	NaN
58187.08246343	NaN	NaN	NaN
58187.08247537	NaN	NaN	NaN
58187.08248730	NaN	NaN	NaN
58187.08249924	NaN	NaN	NaN
58187.08251118	NaN	NaN	NaN
58187.08252311	NaN	NaN	NaN
58187.08253506	NaN	NaN	NaN
58187.08254699	NaN	NaN	NaN
58187.08255893	NaN	NaN	NaN
58187.08257087	NaN	NaN	NaN
58187.08258281	NaN	NaN	NaN
58187.08259473	NaN	NaN	NaN
58187.08260668	NaN	NaN	NaN
58187.08261860	NaN	NaN	NaN
58187.08263053	NaN	NaN	NaN
58187.08264245	NaN	NaN	NaN
58187.08265441	NaN	NaN	NaN
58187.08266637	NaN	NaN	NaN
58187.08267830	NaN	NaN	NaN
58187.08269023	NaN	NaN	NaN
58187.08270216	NaN	NaN	NaN
58187.08271412	NaN	NaN	NaN
58187.08272605	NaN	NaN	NaN
58187.08273800	NaN	NaN	NaN
58187.08274994	NaN	NaN	NaN
58187.08276189	NaN	NaN	NaN
58187.08277382	NaN	NaN	NaN
58187.08278575	NaN	NaN	NaN
58187.08279768	NaN	NaN	NaN
58187.08280964	NaN	NaN	NaN
58187.08282157	NaN	NaN	NaN
58187.08283351	NaN	NaN	NaN
58187.08284544	NaN	NaN	NaN
58187.08285738	NaN	NaN	NaN
58187.08286934	NaN	NaN	NaN
58187.08288127	NaN	NaN	NaN
58187.08289321	NaN	NaN	NaN
58187.08290514	NaN	NaN	NaN
58187.08291708	NaN	NaN	NaN
58187.08292902	NaN	NaN	NaN
58187.08294094	NaN	NaN	NaN
58187.08295288	NaN	NaN	NaN
58187.08296485	NaN	NaN	NaN
58187.08297678	NaN	NaN	NaN
58187.08298873	NaN	NaN	NaN
58187.08300067	NaN	NaN	NaN
58187.08301263	NaN	NaN	NaN
58187.08302457	NaN	NaN	NaN
58187.08303652	NaN	NaN	NaN
58187.08304846	NaN	NaN	NaN
58187.08306039	NaN	NaN	NaN
58187.08307234	NaN	NaN	NaN
58187.08308427	NaN	NaN	NaN
58187.08309620	NaN	NaN	NaN
58187.08310815	NaN	NaN	NaN
58187.08312008	NaN	NaN	NaN
58187.08313201	NaN	NaN	NaN
58187.08314396	NaN	NaN	NaN
58187.08315588	NaN	NaN	NaN
58187.08316784	NaN	NaN	NaN
58187.08317978	NaN	NaN	NaN
58187.08319172	NaN	NaN	NaN
58187.08320367	NaN	NaN	NaN
58187.08321562	NaN	NaN	NaN
58187.08322756	NaN	NaN	NaN
58187.08323948	NaN	NaN	NaN
58187.08325141	NaN	NaN	NaN
58187.08326334	NaN	NaN	NaN
58187.08327528	NaN	NaN	NaN
58187.08328721	NaN	NaN	NaN
58187.08329915	NaN	NaN	NaN
58187.08331109	NaN	NaN	NaN
58187.08332303	NaN	NaN	NaN
58187.08333498	NaN	NaN	NaN
58187.08334690	NaN	NaN	NaN
58187.08335885	NaN	NaN	NaN
58187.08337080	NaN	NaN	NaN
58187.08338273	NaN	NaN	NaN
58187.08339465	NaN	NaN	NaN
58187.08340661	NaN	NaN	NaN
58187.08341853	NaN	NaN	NaN
58187.08343047	NaN	NaN	NaN
58187.08344242	NaN	NaN	NaN
58187.08345435	NaN	NaN	NaN
58187.08346630	NaN	NaN	NaN
58187.08347825	NaN	NaN	NaN
58187.08349018	NaN	NaN	NaN
58187.08350211	NaN	NaN	NaN
58187.08351407	NaN	NaN	NaN
58187.08352600	NaN	NaN	NaN
58187.08353794	NaN	NaN	NaN
58187.08354988	NaN	NaN	NaN
58187.08356181	NaN	NaN	NaN
58187.08357376	NaN	NaN	NaN
58187.08358570	NaN	NaN	NaN
58187.08359765	NaN	NaN	NaN
58187.08360958	NaN	NaN	NaN
58187.08362151	NaN	NaN	NaN
58187.08363346	NaN	NaN	NaN
58187.08364538	NaN	NaN	NaN
58187.08365732	NaN	NaN	NaN
58187.08366928	NaN	NaN	NaN
58187.08368121	NaN	NaN	NaN
58187.08369317	NaN	NaN	NaN
58187.08370510	NaN	NaN	NaN
58187.08371704	NaN	NaN	NaN
58187.08372900	NaN	NaN	NaN
58187.08374094	NaN	NaN	NaN
58187.08375289	NaN	NaN	NaN
58187.08376482	NaN	NaN	NaN
58187.08377677	NaN	NaN	NaN
58187.08378870	NaN	NaN	NaN
58187.08380064	NaN	NaN	NaN
58187.08381259	NaN	NaN	NaN
58187.08382452	NaN	NaN	NaN
58187.08383645	NaN	NaN	NaN
58187.08384839	NaN	NaN	NaN
58187.08386034	NaN	NaN	NaN
58187.08387228	NaN	NaN	NaN
58187.08388422	NaN	NaN	NaN
58187.08389615	NaN	NaN	NaN
58187.08390809	NaN	NaN	NaN
58187.08392004	NaN	NaN	NaN
58187.08393197	NaN	NaN	NaN
58187.08394391	NaN	NaN	NaN
58187.08395586	NaN	NaN	NaN
58187.08396780	NaN	NaN	NaN
58187.08397974	NaN	NaN	NaN
58187.08399166	NaN	NaN	NaN
58187.08400362	NaN	NaN	NaN
58187.08401556	NaN	NaN	NaN
58187.08402751	NaN	NaN	NaN
58187.08403945	NaN	NaN	NaN
58187.08405140	NaN	NaN	NaN
58187.08406333	NaN	NaN	NaN
58187.08407527	NaN	NaN	NaN
58187.08408721	NaN	NaN	NaN
58187.08409914	NaN	NaN	NaN
58187.08411107	NaN	NaN	NaN
58187.08412302	NaN	NaN	NaN
58187.08413495	NaN	NaN	NaN
58187.08414688	NaN	NaN	NaN
58187.08415881	NaN	NaN	NaN
58187.08417076	NaN	NaN	NaN
58187.08418272	NaN	NaN	NaN
58187.08419467	NaN	NaN	NaN
58187.08420660	NaN	NaN	NaN
58187.08421854	NaN	NaN	NaN
58187.08423048	NaN	NaN	NaN
58187.08424240	NaN	NaN	NaN
58187.08425435	NaN	NaN	NaN
58187.08426628	NaN	NaN	NaN
58187.08427821	NaN	NaN	NaN
58187.08429016	NaN	NaN	NaN
58187.08430211	NaN	NaN	NaN
58187.08431406	NaN	NaN	NaN
58187.08432600	NaN	NaN	NaN
58187.08433795	NaN	NaN	NaN
58187.08434990	NaN	NaN	NaN
58187.08436184	NaN	NaN	NaN
58187.08437378	NaN	NaN	NaN
58187.08438574	NaN	NaN	NaN
58187.08439767	NaN	NaN	NaN
58187.08440960	NaN	NaN	NaN
58187.08442156	NaN	NaN	NaN
58187.08443349	NaN	NaN	NaN
58187.08444545	NaN	NaN	NaN
58187.08445739	NaN	NaN	NaN
58187.08446932	NaN	NaN	NaN
58187.08448127	NaN	NaN	NaN
58187.08449320	NaN	NaN	NaN
58187.08450513	NaN	NaN	NaN
58187.08451708	NaN	NaN	NaN
58187.08452901	NaN	NaN	NaN
58187.08454094	NaN	NaN	NaN
58187.08455289	NaN	NaN	NaN
58187.08456481	NaN	NaN	NaN
58187.08457675	NaN	NaN	NaN
58187.08458869	NaN	NaN	NaN
58187.08460062	NaN	NaN	NaN
58187.08461256	NaN	NaN	NaN
58187.08462450	NaN	NaN	NaN
58187.08463643	NaN	NaN	NaN
58187.08464838	NaN	NaN	NaN
58187.08466034	NaN	NaN	NaN
58187.08467230	NaN	NaN	NaN
58187.08468424	NaN	NaN	NaN
58187.08469617	NaN	NaN	NaN
58187.08470812	NaN	NaN	NaN
58187.08472005	NaN	NaN	NaN
58187.08473198	NaN	NaN	NaN
58187.08474392	NaN	NaN	NaN
58187.08475586	NaN	NaN	NaN
58187.08476781	NaN	NaN	NaN
58187.08477974	NaN	NaN	NaN
58187.08479166	NaN	NaN	NaN
58187.08480360	NaN	NaN	NaN
58187.08481554	NaN	NaN	NaN
58187.08482747	NaN	NaN	NaN
58187.08483940	NaN	NaN	NaN
58187.08485135	NaN	NaN	NaN
58187.08486328	NaN	NaN	NaN
58187.08487521	NaN	NaN	NaN
58187.08488716	NaN	NaN	NaN
58187.08489910	NaN	NaN	NaN
58187.08491103	NaN	NaN	NaN
58187.08492297	NaN	NaN	NaN
58187.08493491	NaN	NaN	NaN
58187.08494686	NaN	NaN	NaN
58187.08495881	NaN	NaN	NaN
58187.08497076	NaN	NaN	NaN
58187.08498270	NaN	NaN	NaN
58187.08499463	NaN	NaN	NaN
58187.08500656	NaN	NaN	NaN
58187.08501852	NaN	NaN	NaN
58187.08503045	NaN	NaN	NaN
58187.08504238	NaN	NaN	NaN
58187.08505433	NaN	NaN	NaN
58187.08506626	NaN	NaN	NaN
58187.08507819	NaN	NaN	NaN
58187.08509015	NaN	NaN	NaN
58187.08510209	NaN	NaN	NaN
58187.08511404	NaN	NaN	NaN
58187.08512599	NaN	NaN	NaN
58187.08513795	NaN	NaN	NaN
58187.08514990	NaN	NaN	NaN
58187.08516184	NaN	NaN	NaN
58187.08517379	NaN	NaN	NaN
58187.08518573	NaN	NaN	NaN
58187.08519766	NaN	NaN	NaN
58187.08520960	NaN	NaN	NaN
58187.08522154	NaN	NaN	NaN
58187.08523347	NaN	NaN	NaN
58187.08524541	NaN	NaN	NaN
58187.08525733	NaN	NaN	NaN
58187.08526926	NaN	NaN	NaN
58187.08528119	NaN	NaN	NaN
58187.08529314	NaN	NaN	NaN
58187.08530508	NaN	NaN	NaN
58187.08531703	NaN	NaN	NaN
58187.08532896	NaN	NaN	NaN
58187.08534089	NaN	NaN	NaN
58187.08535283	NaN	NaN	NaN
58187.08536477	NaN	NaN	NaN
58187.08537670	NaN	NaN	NaN
58187.08538865	NaN	NaN	NaN
58187.08540058	NaN	NaN	NaN
58187.08541251	NaN	NaN	NaN
58187.08542447	NaN	NaN	NaN
58187.08543640	NaN	NaN	NaN
58187.08544836	NaN	NaN	NaN
58187.08546029	NaN	NaN	NaN
58187.08547222	NaN	NaN	NaN
58187.08548417	NaN	NaN	NaN
58187.08549609	NaN	NaN	NaN
58187.08550803	NaN	NaN	NaN
58187.08551997	NaN	NaN	NaN
58187.08553190	NaN	NaN	NaN
58187.08554384	NaN	NaN	NaN
58187.08555578	NaN	NaN	NaN
58187.08556771	NaN	NaN	NaN
58187.08557965	NaN	NaN	NaN
58187.08559159	NaN	NaN	NaN
58187.08560354	NaN	NaN	NaN
58187.08561548	NaN	NaN	NaN
58187.08562741	NaN	NaN	NaN
58187.08563935	NaN	NaN	NaN
58187.08565130	NaN	NaN	NaN
58187.08566325	NaN	NaN	NaN
58187.08567520	NaN	NaN	NaN
58187.08568714	NaN	NaN	NaN
58187.08569910	NaN	NaN	NaN
58187.08571103	NaN	NaN	NaN
58187.08572296	NaN	NaN	NaN
58187.08573492	NaN	NaN	NaN
58187.08574685	NaN	NaN	NaN
58187.08575880	NaN	NaN	NaN
58187.08577074	NaN	NaN	NaN
58187.08578267	NaN	NaN	NaN
58187.08579462	NaN	NaN	NaN
58187.08580654	NaN	NaN	NaN
58187.08581850	NaN	NaN	NaN
58187.08583042	NaN	NaN	NaN
58187.08584235	NaN	NaN	NaN
58187.08585428	NaN	NaN	NaN
58187.08586624	NaN	NaN	NaN
58187.08587817	NaN	NaN	NaN
58187.08589012	NaN	NaN	NaN
58187.08590205	NaN	NaN	NaN
58187.08591398	NaN	NaN	NaN
58187.08592592	NaN	NaN	NaN
58187.08593786	NaN	NaN	NaN
58187.08594982	NaN	NaN	NaN
58187.08596175	NaN	NaN	NaN
58187.08597368	NaN	NaN	NaN
58187.08598563	NaN	NaN	NaN
58187.08599756	NaN	NaN	NaN
58187.08600949	NaN	NaN	NaN
58187.08602143	NaN	NaN	NaN
58187.08603337	NaN	NaN	NaN
58187.08604536	NaN	NaN	NaN
58187.08605729	NaN	NaN	NaN
58187.08606924	NaN	NaN	NaN
58187.08608118	NaN	NaN	NaN
58187.08609312	NaN	NaN	NaN
58187.08610505	NaN	NaN	NaN
58187.08611698	NaN	NaN	NaN
58187.08612893	NaN	NaN	NaN
58187.08614087	NaN	NaN	NaN
58187.08615284	NaN	NaN	NaN
58187.08616478	NaN	NaN	NaN
58187.08617672	NaN	NaN	NaN
58187.08618866	NaN	NaN	NaN
58187.08620059	NaN	NaN	NaN
58187.08621253	NaN	NaN	NaN
58187.08622446	NaN	NaN	NaN
58187.08623639	NaN	NaN	NaN
58187.08624835	NaN	NaN	NaN
58187.08626028	NaN	NaN	NaN
58187.08627221	NaN	NaN	NaN
58187.08628415	NaN	NaN	NaN
58187.08629610	NaN	NaN	NaN
58187.08630805	NaN	NaN	NaN
58187.08631998	NaN	NaN	NaN
58187.08633193	NaN	NaN	NaN
58187.08634386	NaN	NaN	NaN
58187.08635580	NaN	NaN	NaN
58187.08636772	NaN	NaN	NaN
58187.08637965	NaN	NaN	NaN
58187.08639160	NaN	NaN	NaN
58187.08640352	NaN	NaN	NaN
58187.08641548	NaN	NaN	NaN
58187.08642741	NaN	NaN	NaN
58187.08643933	NaN	NaN	NaN
58187.08645127	NaN	NaN	NaN
58187.08646322	NaN	NaN	NaN
58187.08647514	NaN	NaN	NaN
58187.08648708	NaN	NaN	NaN
58187.08649901	NaN	NaN	NaN
58187.08651095	NaN	NaN	NaN
58187.08652290	NaN	NaN	NaN
58187.08653486	NaN	NaN	NaN
58187.08654679	NaN	NaN	NaN
58187.08655873	NaN	NaN	NaN
58187.08657069	NaN	NaN	NaN
58187.08658262	NaN	NaN	NaN
58187.08659455	NaN	NaN	NaN
58187.08660649	NaN	NaN	NaN
58187.08661843	NaN	NaN	NaN
58187.08663037	NaN	NaN	NaN
58187.08664230	NaN	NaN	NaN
58187.08665424	NaN	NaN	NaN
58187.08666618	NaN	NaN	NaN
58187.08667811	NaN	NaN	NaN
58187.08669004	NaN	NaN	NaN
58187.08670199	NaN	NaN	NaN
58187.08671392	NaN	NaN	NaN
58187.08672585	NaN	NaN	NaN
58187.08673780	NaN	NaN	NaN
58187.08674974	NaN	NaN	NaN
58187.08676167	NaN	NaN	NaN
58187.08677362	NaN	NaN	NaN
58187.08678556	NaN	NaN	NaN
58187.08679751	NaN	NaN	NaN
58187.08680946	NaN	NaN	NaN
58187.08682140	NaN	NaN	NaN
58187.08683335	NaN	NaN	NaN
58187.08684529	NaN	NaN	NaN
58187.08685724	NaN	NaN	NaN
58187.08686919	NaN	NaN	NaN
58187.08688114	NaN	NaN	NaN
58187.08689310	NaN	NaN	NaN
58187.08690503	NaN	NaN	NaN
58187.08691700	NaN	NaN	NaN
58187.08692893	NaN	NaN	NaN
58187.08694088	NaN	NaN	NaN
58187.08695283	NaN	NaN	NaN
58187.08696477	NaN	NaN	NaN
58187.08697670	NaN	NaN	NaN
58187.08698863	NaN	NaN	NaN
58187.08700058	NaN	NaN	NaN
58187.08701251	NaN	NaN	NaN
58187.08702444	NaN	NaN	NaN
58187.08703639	NaN	NaN	NaN
58187.08704831	NaN	NaN	NaN
58187.08706025	NaN	NaN	NaN
58187.08707219	NaN	NaN	NaN
58187.08708413	NaN	NaN	NaN
58187.08709609	NaN	NaN	NaN
58187.08710801	NaN	NaN	NaN
58187.08711996	NaN	NaN	NaN
58187.08713191	NaN	NaN	NaN
58187.08714385	NaN	NaN	NaN
58187.08715579	NaN	NaN	NaN
58187.08716772	NaN	NaN	NaN
58187.08717965	NaN	NaN	NaN
58187.08719160	NaN	NaN	NaN
58187.08720353	NaN	NaN	NaN
58187.08721546	NaN	NaN	NaN
58187.08722740	NaN	NaN	NaN
58187.08723933	NaN	NaN	NaN
58187.08725128	NaN	NaN	NaN
58187.08726323	NaN	NaN	NaN
58187.08727516	NaN	NaN	NaN
58187.08728710	NaN	NaN	NaN
58187.08729905	NaN	NaN	NaN
58187.08731098	NaN	NaN	NaN
58187.08732293	NaN	NaN	NaN
58187.08733486	NaN	NaN	NaN
58187.08734679	NaN	NaN	NaN
58187.08735875	NaN	NaN	NaN
58187.08737068	NaN	NaN	NaN
58187.08738263	NaN	NaN	NaN
58187.08739458	NaN	NaN	NaN
58187.08740652	NaN	NaN	NaN
58187.08741846	NaN	NaN	NaN
58187.08743039	NaN	NaN	NaN
58187.08744234	NaN	NaN	NaN
58187.08745427	NaN	NaN	NaN
58187.08746620	NaN	NaN	NaN
58187.08747815	NaN	NaN	NaN
58187.08749007	NaN	NaN	NaN
58187.08750202	NaN	NaN	NaN
58187.08751396	NaN	NaN	NaN
58187.08752590	NaN	NaN	NaN
58187.08753783	NaN	NaN	NaN
58187.08754978	NaN	NaN	NaN
58187.08756172	NaN	NaN	NaN
58187.08757365	NaN	NaN	NaN
58187.08758560	NaN	NaN	NaN
58187.08759755	NaN	NaN	NaN
58187.08760949	NaN	NaN	NaN
58187.08762142	NaN	NaN	NaN
58187.08763336	NaN	NaN	NaN
58187.08764532	NaN	NaN	NaN
58187.08765725	NaN	NaN	NaN
58187.08766919	NaN	NaN	NaN
58187.08768113	NaN	NaN	NaN
58187.08769306	NaN	NaN	NaN
58187.08770499	NaN	NaN	NaN
58187.08771692	NaN	NaN	NaN
58187.08772888	NaN	NaN	NaN
58187.08774081	NaN	NaN	NaN
58187.08775276	NaN	NaN	NaN
58187.08776469	NaN	NaN	NaN
58187.08777663	NaN	NaN	NaN
58187.08778857	NaN	NaN	NaN
58187.08780051	NaN	NaN	NaN
58187.08781244	NaN	NaN	NaN
58187.08782439	NaN	NaN	NaN
58187.08783633	NaN	NaN	NaN
58187.08784828	NaN	NaN	NaN
58187.08786021	NaN	NaN	NaN
58187.08787214	NaN	NaN	NaN
58187.08788408	NaN	NaN	NaN
58187.08789602	NaN	NaN	NaN
58187.08790796	NaN	NaN	NaN
58187.08791989	NaN	NaN	NaN
58187.08793185	NaN	NaN	NaN
58187.08794379	NaN	NaN	NaN
58187.08795574	NaN	NaN	NaN
58187.08796769	NaN	NaN	NaN
58187.08797964	NaN	NaN	NaN
58187.08799158	NaN	NaN	NaN
58187.08800350	NaN	NaN	NaN
58187.08801544	NaN	NaN	NaN
58187.08802738	NaN	NaN	NaN
58187.08803932	NaN	NaN	NaN
58187.08805126	NaN	NaN	NaN
58187.08806319	NaN	NaN	NaN
58187.08807512	NaN	NaN	NaN
58187.08808705	NaN	NaN	NaN
58187.08809899	NaN	NaN	NaN
58187.08811093	NaN	NaN	NaN
58187.08812286	NaN	NaN	NaN
58187.08813480	NaN	NaN	NaN
58187.08814674	NaN	NaN	NaN
58187.08815867	NaN	NaN	NaN
58187.08817061	NaN	NaN	NaN
58187.08818254	NaN	NaN	NaN
58187.08819447	NaN	NaN	NaN
58187.08820643	NaN	NaN	NaN
58187.08821836	NaN	NaN	NaN
58187.08823030	NaN	NaN	NaN
58187.08824225	NaN	NaN	NaN
58187.08825420	NaN	NaN	NaN
58187.08826614	NaN	NaN	NaN
58187.08827807	NaN	NaN	NaN
58187.08828999	NaN	NaN	NaN
58187.08830193	NaN	NaN	NaN
58187.08831389	NaN	NaN	NaN
58187.08832582	NaN	NaN	NaN
58187.08833777	NaN	NaN	NaN
58187.08834971	NaN	NaN	NaN
58187.08836164	NaN	NaN	NaN
58187.08837359	NaN	NaN	NaN
58187.08838553	NaN	NaN	NaN
58187.08839745	NaN	NaN	NaN
58187.08840941	NaN	NaN	NaN
58187.08842135	NaN	NaN	NaN
58187.08843331	NaN	NaN	NaN
58187.08844525	NaN	NaN	NaN
58187.08845721	NaN	NaN	NaN
58187.08846915	NaN	NaN	NaN
58187.08848109	NaN	NaN	NaN
58187.08849305	NaN	NaN	NaN
58187.08850497	NaN	NaN	NaN
58187.08851690	NaN	NaN	NaN
58187.08852884	NaN	NaN	NaN
58187.08854078	NaN	NaN	NaN
58187.08855271	NaN	NaN	NaN
58187.08856465	NaN	NaN	NaN
58187.08857658	NaN	NaN	NaN
58187.08858852	NaN	NaN	NaN
58187.08860046	NaN	NaN	NaN
58187.08861240	NaN	NaN	NaN
58187.08862433	NaN	NaN	NaN
58187.08863629	NaN	NaN	NaN
58187.08864822	NaN	NaN	NaN
58187.08866015	NaN	NaN	NaN
58187.08867210	NaN	NaN	NaN
58187.08868404	NaN	NaN	NaN
58187.08869597	NaN	NaN	NaN
58187.08870789	NaN	NaN	NaN
58187.08871983	NaN	NaN	NaN
58187.08873177	NaN	NaN	NaN
58187.08874373	NaN	NaN	NaN
58187.08875565	NaN	NaN	NaN
58187.08876758	NaN	NaN	NaN
58187.08877952	NaN	NaN	NaN
58187.08879145	NaN	NaN	NaN
58187.08880340	NaN	NaN	NaN
58187.08881535	NaN	NaN	NaN
58187.08882729	NaN	NaN	NaN
58187.08883922	NaN	NaN	NaN
58187.08885116	NaN	NaN	NaN
58187.08886308	NaN	NaN	NaN
58187.08887500	NaN	NaN	NaN
58187.08888695	NaN	NaN	NaN
58187.08889890	NaN	NaN	NaN
58187.08891083	NaN	NaN	NaN
58187.08892277	NaN	NaN	NaN
58187.08893473	NaN	NaN	NaN
58187.08894666	NaN	NaN	NaN
58187.08895861	NaN	NaN	NaN
58187.08897055	NaN	NaN	NaN
58187.08898251	NaN	NaN	NaN
58187.08899445	NaN	NaN	NaN
58187.08900639	NaN	NaN	NaN
58187.08901834	NaN	NaN	NaN
58187.08903027	NaN	NaN	NaN
58187.08904220	NaN	NaN	NaN
58187.08905416	NaN	NaN	NaN
58187.08906610	NaN	NaN	NaN
58187.08907804	NaN	NaN	NaN
58187.08908997	NaN	NaN	NaN
58187.08910190	NaN	NaN	NaN
58187.08911383	NaN	NaN	NaN
58187.08912578	NaN	NaN	NaN
58187.08913771	NaN	NaN	NaN
58187.08914965	NaN	NaN	NaN
58187.08916160	NaN	NaN	NaN
58187.08917353	NaN	NaN	NaN
58187.08918546	NaN	NaN	NaN
58187.08919740	NaN	NaN	NaN
58187.08920933	NaN	NaN	NaN
58187.08922127	NaN	NaN	NaN
58187.08923321	NaN	NaN	NaN
58187.08924514	NaN	NaN	NaN
58187.08925708	NaN	NaN	NaN
58187.08926900	NaN	NaN	NaN
58187.08928096	NaN	NaN	NaN
58187.08929288	NaN	NaN	NaN
58187.08930482	NaN	NaN	NaN
58187.08931676	NaN	NaN	NaN
58187.08932870	NaN	NaN	NaN
58187.08934063	NaN	NaN	NaN
58187.08935259	NaN	NaN	NaN
58187.08936451	NaN	NaN	NaN
58187.08937647	NaN	NaN	NaN
58187.08938840	NaN	NaN	NaN
58187.08940034	NaN	NaN	NaN
58187.08941230	NaN	NaN	NaN
58187.08942422	NaN	NaN	NaN
58187.08943615	NaN	NaN	NaN
58187.08944810	NaN	NaN	NaN
58187.08946002	NaN	NaN	NaN
58187.08947194	NaN	NaN	NaN
58187.08948387	NaN	NaN	NaN
58187.08949579	NaN	NaN	NaN
58187.08950775	NaN	NaN	NaN
58187.08951969	NaN	NaN	NaN
58187.08953164	NaN	NaN	NaN
58187.08954357	NaN	NaN	NaN
58187.08955552	NaN	NaN	NaN
58187.08956746	NaN	NaN	NaN
58187.08957938	NaN	NaN	NaN
58187.08959131	NaN	NaN	NaN
58187.08960327	NaN	NaN	NaN
58187.08961521	NaN	NaN	NaN
58187.08962715	NaN	NaN	NaN
58187.08963909	NaN	NaN	NaN
58187.08965102	NaN	NaN	NaN
58187.08966295	NaN	NaN	NaN
58187.08967489	NaN	NaN	NaN
58187.08968683	NaN	NaN	NaN
58187.08969876	NaN	NaN	NaN
58187.08971069	NaN	NaN	NaN
58187.08972263	NaN	NaN	NaN
58187.08973458	NaN	NaN	NaN
58187.08974652	NaN	NaN	NaN
58187.08975845	NaN	NaN	NaN
58187.08977038	NaN	NaN	NaN
58187.08978231	NaN	NaN	NaN
58187.08979427	NaN	NaN	NaN
58187.08980621	NaN	NaN	NaN
58187.08981816	NaN	NaN	NaN
58187.08983011	NaN	NaN	NaN
58187.08984205	NaN	NaN	NaN
58187.08985398	NaN	NaN	NaN
58187.08986594	NaN	NaN	NaN
58187.08987787	NaN	NaN	NaN
58187.08988981	NaN	NaN	NaN
58187.08990174	NaN	NaN	NaN
58187.08991368	NaN	NaN	NaN
58187.08992561	NaN	NaN	NaN
58187.08993754	NaN	NaN	NaN
58187.08994950	NaN	NaN	NaN
58187.08996143	NaN	NaN	NaN
58187.08997337	NaN	NaN	NaN
58187.08998531	NaN	NaN	NaN
58187.08999724	NaN	NaN	NaN
58187.09000918	NaN	NaN	NaN
58187.09002112	NaN	NaN	NaN
