03/09/2018 analyzed on 07/10/18 frac.diff. = (measured-ideal)/ideal * 1e15
MJD	Al vs Yb frac.diff. from(2.1628871275166585754)	Sr vs Yb frac.diff. from(1.2075070393433381221)	Al/Sr vs Yb frac.diff. from(2.6117014317814574243)	
58186.36753514	NaN	NaN	NaN
58186.36754704	NaN	NaN	NaN
58186.36755899	NaN	NaN	NaN
58186.36757090	NaN	NaN	NaN
58186.36758280	NaN	NaN	NaN
58186.36759469	NaN	NaN	NaN
58186.36760659	NaN	NaN	NaN
58186.36761849	NaN	NaN	NaN
58186.36763041	NaN	NaN	NaN
58186.36764231	NaN	NaN	NaN
58186.36765422	NaN	NaN	NaN
58186.36766611	NaN	NaN	NaN
58186.36767801	NaN	NaN	NaN
58186.36768991	NaN	NaN	NaN
58186.36770181	NaN	NaN	NaN
58186.36771370	NaN	NaN	NaN
58186.36772561	NaN	NaN	NaN
58186.36773753	NaN	NaN	NaN
58186.36774944	NaN	NaN	NaN
58186.36776135	NaN	NaN	NaN
58186.36777326	NaN	NaN	NaN
58186.36778516	NaN	NaN	NaN
58186.36779705	NaN	NaN	NaN
58186.36780895	NaN	NaN	NaN
58186.36782085	NaN	NaN	NaN
58186.36783276	NaN	NaN	NaN
58186.36784466	NaN	NaN	NaN
58186.36785655	NaN	NaN	NaN
58186.36786847	NaN	NaN	NaN
58186.36788036	NaN	NaN	NaN
58186.36789228	NaN	NaN	NaN
58186.36790419	NaN	NaN	NaN
58186.36791609	NaN	NaN	NaN
58186.36792801	NaN	NaN	NaN
58186.36793991	NaN	NaN	NaN
58186.36795183	NaN	NaN	NaN
58186.36796374	NaN	NaN	NaN
58186.36797564	NaN	NaN	NaN
58186.36798755	NaN	NaN	NaN
58186.36799945	NaN	NaN	NaN
58186.36801137	NaN	NaN	NaN
58186.36802333	NaN	NaN	NaN
58186.36803526	NaN	NaN	NaN
58186.36804715	NaN	NaN	NaN
58186.36805905	NaN	NaN	NaN
58186.36807096	NaN	NaN	NaN
58186.36808287	NaN	NaN	NaN
58186.36809478	NaN	NaN	NaN
58186.36810670	NaN	NaN	NaN
58186.36811862	NaN	NaN	NaN
58186.36813052	NaN	NaN	NaN
58186.36814243	NaN	NaN	NaN
58186.36815433	NaN	NaN	NaN
58186.36816624	NaN	NaN	NaN
58186.36817816	NaN	NaN	NaN
58186.36819007	NaN	NaN	NaN
58186.36820197	NaN	NaN	NaN
58186.36821387	NaN	NaN	NaN
58186.36822578	NaN	NaN	NaN
58186.36823768	NaN	NaN	NaN
58186.36824958	NaN	NaN	NaN
58186.36826148	NaN	NaN	NaN
58186.36827339	NaN	NaN	NaN
58186.36828531	NaN	NaN	NaN
58186.36829724	NaN	NaN	NaN
58186.36830913	NaN	NaN	NaN
58186.36832104	NaN	NaN	NaN
58186.36833295	NaN	NaN	NaN
58186.36834486	NaN	NaN	NaN
58186.36835677	NaN	NaN	NaN
58186.36836869	NaN	NaN	NaN
58186.36838061	NaN	NaN	NaN
58186.36839251	NaN	NaN	NaN
58186.36840442	NaN	NaN	NaN
58186.36841634	NaN	NaN	NaN
58186.36842824	NaN	NaN	NaN
58186.36844016	NaN	NaN	NaN
58186.36845210	NaN	NaN	NaN
58186.36846402	NaN	NaN	NaN
58186.36847592	NaN	NaN	NaN
58186.36848781	NaN	NaN	NaN
58186.36849972	NaN	NaN	NaN
58186.36851162	NaN	NaN	NaN
58186.36852353	NaN	NaN	NaN
58186.36853545	NaN	NaN	NaN
58186.36854735	NaN	NaN	NaN
58186.36855925	NaN	NaN	NaN
58186.36857116	NaN	NaN	NaN
58186.36858306	NaN	NaN	NaN
58186.36859497	NaN	NaN	NaN
58186.36860688	NaN	NaN	NaN
58186.36861879	NaN	NaN	NaN
58186.36863070	NaN	NaN	NaN
58186.36864259	NaN	NaN	NaN
58186.36865449	NaN	NaN	NaN
58186.36866639	NaN	NaN	NaN
58186.36867830	NaN	NaN	NaN
58186.36869020	NaN	NaN	NaN
58186.36870210	NaN	NaN	NaN
58186.36871401	NaN	NaN	NaN
58186.36872590	NaN	NaN	NaN
58186.36873781	NaN	NaN	NaN
58186.36874972	NaN	NaN	NaN
58186.36876162	NaN	NaN	NaN
58186.36877352	NaN	NaN	NaN
58186.36878543	NaN	NaN	NaN
58186.36879733	NaN	NaN	NaN
58186.36880925	NaN	NaN	NaN
58186.36882115	NaN	NaN	NaN
58186.36883306	NaN	NaN	NaN
58186.36884498	NaN	NaN	NaN
58186.36885688	NaN	NaN	NaN
58186.36886879	NaN	NaN	NaN
58186.36888071	NaN	NaN	NaN
58186.36889261	NaN	NaN	NaN
58186.36890450	NaN	NaN	NaN
58186.36891641	NaN	NaN	NaN
58186.36892831	NaN	NaN	NaN
58186.36894023	NaN	NaN	NaN
58186.36895212	NaN	NaN	NaN
58186.36896404	NaN	NaN	NaN
58186.36897595	NaN	NaN	NaN
58186.36898785	NaN	NaN	NaN
58186.36899976	NaN	NaN	NaN
58186.36901167	NaN	NaN	NaN
58186.36902357	NaN	NaN	NaN
58186.36903549	NaN	NaN	NaN
58186.36904741	NaN	NaN	NaN
58186.36905931	NaN	NaN	NaN
58186.36907121	NaN	NaN	NaN
58186.36908312	NaN	NaN	NaN
58186.36909502	NaN	NaN	NaN
58186.36910692	NaN	NaN	NaN
58186.36911883	NaN	NaN	NaN
58186.36913073	NaN	NaN	NaN
58186.36914263	NaN	NaN	NaN
58186.36915454	NaN	NaN	NaN
58186.36916644	NaN	NaN	NaN
58186.36917835	NaN	NaN	NaN
58186.36919024	NaN	NaN	NaN
58186.36920214	NaN	NaN	NaN
58186.36921405	NaN	NaN	NaN
58186.36922597	NaN	NaN	NaN
58186.36923787	NaN	NaN	NaN
58186.36924979	NaN	NaN	NaN
58186.36926169	NaN	NaN	NaN
58186.36927360	NaN	NaN	NaN
58186.36928551	NaN	NaN	NaN
58186.36929743	NaN	NaN	NaN
58186.36930934	NaN	NaN	NaN
58186.36932126	NaN	NaN	NaN
58186.36933318	NaN	NaN	NaN
58186.36934509	NaN	NaN	NaN
58186.36935699	NaN	NaN	NaN
58186.36936889	NaN	NaN	NaN
58186.36938080	NaN	NaN	NaN
58186.36939271	NaN	NaN	NaN
58186.36940461	NaN	NaN	NaN
58186.36941653	NaN	NaN	NaN
58186.36942843	NaN	NaN	NaN
58186.36944034	NaN	NaN	NaN
58186.36945224	NaN	NaN	NaN
58186.36946415	NaN	NaN	NaN
58186.36947607	NaN	NaN	NaN
58186.36948799	NaN	NaN	NaN
58186.36949992	NaN	NaN	NaN
58186.36951183	NaN	NaN	NaN
58186.36952376	NaN	NaN	NaN
58186.36953568	NaN	NaN	NaN
58186.36954758	NaN	NaN	NaN
58186.36955949	NaN	NaN	NaN
58186.36957141	NaN	NaN	NaN
58186.36958332	NaN	NaN	NaN
58186.36959523	NaN	NaN	NaN
58186.36960715	NaN	NaN	NaN
58186.36961909	NaN	NaN	NaN
58186.36963100	NaN	NaN	NaN
58186.36964290	NaN	NaN	NaN
58186.36965479	NaN	NaN	NaN
58186.36966670	NaN	NaN	NaN
58186.36967861	NaN	NaN	NaN
58186.36969051	NaN	NaN	NaN
58186.36970242	NaN	NaN	NaN
58186.36971432	NaN	NaN	NaN
58186.36972622	NaN	NaN	NaN
58186.36973812	NaN	NaN	NaN
58186.36975003	NaN	NaN	NaN
58186.36976192	NaN	NaN	NaN
58186.36977383	NaN	NaN	NaN
58186.36978573	NaN	NaN	NaN
58186.36979763	NaN	NaN	NaN
58186.36980955	NaN	NaN	NaN
58186.36982147	NaN	NaN	NaN
58186.36983339	NaN	NaN	NaN
58186.36984529	NaN	NaN	NaN
58186.36985720	NaN	NaN	NaN
58186.36986910	NaN	NaN	NaN
58186.36988100	NaN	NaN	NaN
58186.36989291	NaN	NaN	NaN
58186.36990482	NaN	NaN	NaN
58186.36991672	NaN	NaN	NaN
58186.36992862	NaN	NaN	NaN
58186.36994052	NaN	NaN	NaN
58186.36995242	NaN	NaN	NaN
58186.36996433	NaN	NaN	NaN
58186.36997625	NaN	NaN	NaN
58186.36998815	NaN	NaN	NaN
58186.37000006	NaN	NaN	NaN
58186.37001196	NaN	NaN	NaN
58186.37002386	NaN	NaN	NaN
58186.37003576	NaN	NaN	NaN
58186.37004767	NaN	NaN	NaN
58186.37005956	NaN	NaN	NaN
58186.37007146	NaN	NaN	NaN
58186.37008337	NaN	NaN	NaN
58186.37009527	NaN	NaN	NaN
58186.37010719	NaN	NaN	NaN
58186.37011912	NaN	NaN	NaN
58186.37013102	NaN	NaN	NaN
58186.37014292	NaN	NaN	NaN
58186.37015482	NaN	NaN	NaN
58186.37016673	NaN	NaN	NaN
58186.37017865	NaN	NaN	NaN
58186.37019056	NaN	NaN	NaN
58186.37020246	NaN	NaN	NaN
58186.37021437	NaN	NaN	NaN
58186.37022627	NaN	NaN	NaN
58186.37023816	NaN	NaN	NaN
58186.37025008	NaN	NaN	NaN
58186.37026202	NaN	NaN	NaN
58186.37027393	NaN	NaN	NaN
58186.37028585	NaN	NaN	NaN
58186.37029775	NaN	NaN	NaN
58186.37030964	NaN	NaN	NaN
58186.37032155	NaN	NaN	NaN
58186.37033346	NaN	NaN	NaN
58186.37034539	NaN	NaN	NaN
58186.37035731	NaN	NaN	NaN
58186.37036920	NaN	NaN	NaN
58186.37038111	NaN	NaN	NaN
58186.37039301	NaN	NaN	NaN
58186.37040491	NaN	NaN	NaN
58186.37041682	NaN	NaN	NaN
58186.37042873	NaN	NaN	NaN
58186.37044063	NaN	NaN	NaN
58186.37045254	NaN	NaN	NaN
58186.37046444	NaN	NaN	NaN
58186.37047633	NaN	NaN	NaN
58186.37048824	NaN	NaN	NaN
58186.37050017	NaN	NaN	NaN
58186.37051206	NaN	NaN	NaN
58186.37052397	NaN	NaN	NaN
58186.37053586	NaN	NaN	NaN
58186.37054777	NaN	NaN	NaN
58186.37055967	NaN	NaN	NaN
58186.37057158	NaN	NaN	NaN
58186.37058350	NaN	NaN	NaN
58186.37059543	NaN	NaN	NaN
58186.37060733	NaN	NaN	NaN
58186.37061926	NaN	NaN	NaN
58186.37063115	NaN	NaN	NaN
58186.37064306	NaN	NaN	NaN
58186.37065498	NaN	NaN	NaN
58186.37066690	NaN	NaN	NaN
58186.37067881	NaN	NaN	NaN
58186.37069073	NaN	NaN	NaN
58186.37070263	NaN	NaN	NaN
58186.37071454	NaN	NaN	NaN
58186.37072644	NaN	NaN	NaN
58186.37073834	NaN	NaN	NaN
58186.37075024	NaN	NaN	NaN
58186.37076213	NaN	NaN	NaN
58186.37077404	NaN	NaN	NaN
58186.37078594	NaN	NaN	NaN
58186.37079785	NaN	NaN	NaN
58186.37080977	NaN	NaN	NaN
58186.37082167	NaN	NaN	NaN
58186.37083358	NaN	NaN	NaN
58186.37084547	NaN	NaN	NaN
58186.37085739	NaN	NaN	NaN
58186.37086930	NaN	NaN	NaN
58186.37088121	NaN	NaN	NaN
58186.37089311	NaN	NaN	NaN
58186.37090502	NaN	NaN	NaN
58186.37091690	NaN	NaN	NaN
58186.37092881	NaN	NaN	NaN
58186.37094072	NaN	NaN	NaN
58186.37095263	NaN	NaN	NaN
58186.37096453	NaN	NaN	NaN
58186.37097643	NaN	NaN	NaN
58186.37098833	NaN	NaN	NaN
58186.37100024	NaN	NaN	NaN
58186.37101213	NaN	NaN	NaN
58186.37102404	NaN	NaN	NaN
58186.37103594	NaN	NaN	NaN
58186.37104784	NaN	NaN	NaN
58186.37105975	NaN	NaN	NaN
58186.37107167	NaN	NaN	NaN
58186.37108358	NaN	NaN	NaN
58186.37109549	NaN	NaN	NaN
58186.37110739	NaN	NaN	NaN
58186.37111929	NaN	NaN	NaN
58186.37113120	NaN	NaN	NaN
58186.37114308	NaN	NaN	NaN
58186.37115499	NaN	NaN	NaN
58186.37116690	NaN	NaN	NaN
58186.37117880	NaN	NaN	NaN
58186.37119070	NaN	NaN	NaN
58186.37120258	NaN	NaN	NaN
58186.37121449	NaN	NaN	NaN
58186.37122639	NaN	NaN	NaN
58186.37123830	NaN	NaN	NaN
58186.37125019	NaN	NaN	NaN
58186.37126211	NaN	NaN	NaN
58186.37127401	NaN	NaN	NaN
58186.37128592	NaN	NaN	NaN
58186.37129782	NaN	NaN	NaN
58186.37130971	NaN	NaN	NaN
58186.37132162	NaN	NaN	NaN
58186.37133351	NaN	NaN	NaN
58186.37134544	NaN	NaN	NaN
58186.37135735	NaN	NaN	NaN
58186.37136925	NaN	NaN	NaN
58186.37138115	NaN	NaN	NaN
58186.37139306	NaN	NaN	NaN
58186.37140496	NaN	NaN	NaN
58186.37141687	NaN	NaN	NaN
58186.37142878	NaN	NaN	NaN
58186.37144068	NaN	NaN	NaN
58186.37145257	NaN	NaN	NaN
58186.37146447	NaN	NaN	NaN
58186.37147638	NaN	NaN	NaN
58186.37148829	NaN	NaN	NaN
58186.37150021	NaN	NaN	NaN
58186.37151212	NaN	NaN	NaN
58186.37152405	NaN	NaN	NaN
58186.37153598	NaN	NaN	NaN
58186.37154786	NaN	NaN	NaN
58186.37155978	NaN	NaN	NaN
58186.37157169	NaN	NaN	NaN
58186.37158362	NaN	NaN	NaN
58186.37159551	NaN	NaN	NaN
58186.37160742	NaN	NaN	NaN
58186.37161934	NaN	NaN	NaN
58186.37163124	NaN	NaN	NaN
58186.37164315	NaN	NaN	NaN
58186.37165505	NaN	NaN	NaN
58186.37166697	NaN	NaN	NaN
58186.37167889	NaN	NaN	NaN
58186.37169079	NaN	NaN	NaN
58186.37170269	NaN	NaN	NaN
58186.37171459	NaN	NaN	NaN
58186.37172650	NaN	NaN	NaN
58186.37173842	NaN	NaN	NaN
58186.37175033	NaN	NaN	NaN
58186.37176224	NaN	NaN	NaN
58186.37177412	NaN	NaN	NaN
58186.37178605	NaN	NaN	NaN
58186.37179794	NaN	NaN	NaN
58186.37180985	NaN	NaN	NaN
58186.37182176	NaN	NaN	NaN
58186.37183366	NaN	NaN	NaN
58186.37184556	NaN	NaN	NaN
58186.37185747	NaN	NaN	NaN
58186.37186937	NaN	NaN	NaN
58186.37188128	NaN	NaN	NaN
58186.37189319	NaN	NaN	NaN
58186.37190509	NaN	NaN	NaN
58186.37191704	NaN	NaN	NaN
58186.37192893	NaN	NaN	NaN
58186.37194084	NaN	NaN	NaN
58186.37195275	NaN	NaN	NaN
58186.37196466	NaN	NaN	NaN
58186.37197657	NaN	NaN	NaN
58186.37198846	NaN	NaN	NaN
58186.37200037	NaN	NaN	NaN
58186.37201227	NaN	NaN	NaN
58186.37202417	NaN	NaN	NaN
58186.37203607	NaN	NaN	NaN
58186.37204799	NaN	NaN	NaN
58186.37205990	NaN	NaN	NaN
58186.37207180	NaN	NaN	NaN
58186.37208371	NaN	NaN	NaN
58186.37209561	NaN	NaN	NaN
58186.37210754	NaN	NaN	NaN
58186.37211946	NaN	NaN	NaN
58186.37213137	NaN	NaN	NaN
58186.37214329	NaN	NaN	NaN
58186.37215519	NaN	NaN	NaN
58186.37216710	NaN	NaN	NaN
58186.37217900	NaN	NaN	NaN
58186.37219091	NaN	NaN	NaN
58186.37220281	NaN	NaN	NaN
58186.37221471	NaN	NaN	NaN
58186.37222664	NaN	NaN	NaN
58186.37223853	NaN	NaN	NaN
58186.37225043	NaN	NaN	NaN
58186.37226233	NaN	NaN	NaN
58186.37227424	NaN	NaN	NaN
58186.37228615	NaN	NaN	NaN
58186.37229805	NaN	NaN	NaN
58186.37230997	NaN	NaN	NaN
58186.37232187	NaN	NaN	NaN
58186.37233378	NaN	NaN	NaN
58186.37234570	NaN	NaN	NaN
58186.37235761	NaN	NaN	NaN
58186.37236953	NaN	NaN	NaN
58186.37238143	NaN	NaN	NaN
58186.37239333	NaN	NaN	NaN
58186.37240524	NaN	NaN	NaN
58186.37241715	NaN	NaN	NaN
58186.37242907	NaN	NaN	NaN
58186.37244098	NaN	NaN	NaN
58186.37245289	NaN	NaN	NaN
58186.37246477	NaN	NaN	NaN
58186.37247667	NaN	NaN	NaN
58186.37248858	NaN	NaN	NaN
58186.37250048	NaN	NaN	NaN
58186.37251239	NaN	NaN	NaN
58186.37252430	NaN	NaN	NaN
58186.37253620	NaN	NaN	NaN
58186.37254809	NaN	NaN	NaN
58186.37255999	NaN	NaN	NaN
58186.37257190	NaN	NaN	NaN
58186.37258381	NaN	NaN	NaN
58186.37259571	NaN	NaN	NaN
58186.37260762	NaN	NaN	NaN
58186.37261952	NaN	NaN	NaN
58186.37263142	NaN	NaN	NaN
58186.37264333	NaN	NaN	NaN
58186.37265526	NaN	NaN	NaN
58186.37266716	NaN	NaN	NaN
58186.37267907	NaN	NaN	NaN
58186.37269095	NaN	NaN	NaN
58186.37270286	NaN	NaN	NaN
58186.37271477	NaN	NaN	NaN
58186.37272669	NaN	NaN	NaN
58186.37273860	NaN	NaN	NaN
58186.37275053	NaN	NaN	NaN
58186.37276242	NaN	NaN	NaN
58186.37277432	NaN	NaN	NaN
58186.37278624	NaN	NaN	NaN
58186.37279815	NaN	NaN	NaN
58186.37281006	NaN	NaN	NaN
58186.37282196	NaN	NaN	NaN
58186.37283387	NaN	NaN	NaN
58186.37284577	NaN	NaN	NaN
58186.37285767	NaN	NaN	NaN
58186.37286958	NaN	NaN	NaN
58186.37288150	NaN	NaN	NaN
58186.37289343	NaN	NaN	NaN
58186.37290533	NaN	NaN	NaN
58186.37291723	NaN	NaN	NaN
58186.37292913	NaN	NaN	NaN
58186.37294102	NaN	NaN	NaN
58186.37295296	NaN	NaN	NaN
58186.37296487	NaN	NaN	NaN
58186.37297679	NaN	NaN	NaN
58186.37298870	NaN	NaN	NaN
58186.37300059	NaN	NaN	NaN
58186.37301249	NaN	NaN	NaN
58186.37302439	NaN	NaN	NaN
58186.37303631	NaN	NaN	NaN
58186.37304822	NaN	NaN	NaN
58186.37306013	NaN	NaN	NaN
58186.37307203	NaN	NaN	NaN
58186.37308393	NaN	NaN	NaN
58186.37309585	NaN	NaN	NaN
58186.37310777	NaN	NaN	NaN
58186.37311968	NaN	NaN	NaN
58186.37313160	NaN	NaN	NaN
58186.37314352	NaN	NaN	NaN
58186.37315544	NaN	NaN	NaN
58186.37316734	NaN	NaN	NaN
58186.37317925	NaN	NaN	NaN
58186.37319117	NaN	NaN	NaN
58186.37320307	NaN	NaN	NaN
58186.37321498	NaN	NaN	NaN
58186.37322689	NaN	NaN	NaN
58186.37323880	NaN	NaN	NaN
58186.37325070	NaN	NaN	NaN
58186.37326262	NaN	NaN	NaN
58186.37327453	NaN	NaN	NaN
58186.37328644	NaN	NaN	NaN
58186.37329836	NaN	NaN	NaN
58186.37331027	NaN	NaN	NaN
58186.37332218	NaN	NaN	NaN
58186.37333408	NaN	NaN	NaN
58186.37334598	NaN	NaN	NaN
58186.37335788	NaN	NaN	NaN
58186.37336979	NaN	NaN	NaN
58186.37338171	NaN	NaN	NaN
58186.37339364	NaN	NaN	NaN
58186.37340555	NaN	NaN	NaN
58186.37341747	NaN	NaN	NaN
58186.37342937	NaN	NaN	NaN
58186.37344128	NaN	NaN	NaN
58186.37345319	NaN	NaN	NaN
58186.37346511	NaN	NaN	NaN
58186.37347702	NaN	NaN	NaN
58186.37348894	NaN	NaN	NaN
58186.37350083	NaN	NaN	NaN
58186.37351273	NaN	NaN	NaN
58186.37352465	NaN	NaN	NaN
58186.37353656	NaN	NaN	NaN
58186.37354847	NaN	NaN	NaN
58186.37356038	NaN	NaN	NaN
58186.37357227	NaN	NaN	NaN
58186.37358417	NaN	NaN	NaN
58186.37359607	NaN	NaN	NaN
58186.37360797	NaN	NaN	NaN
58186.37361988	NaN	NaN	NaN
58186.37363179	NaN	NaN	NaN
58186.37364369	NaN	NaN	NaN
58186.37365560	NaN	NaN	NaN
58186.37366751	NaN	NaN	NaN
58186.37367940	NaN	NaN	NaN
58186.37369131	NaN	NaN	NaN
58186.37370321	NaN	NaN	NaN
58186.37371511	NaN	NaN	NaN
58186.37372703	NaN	NaN	NaN
58186.37373893	NaN	NaN	NaN
58186.37375084	NaN	NaN	NaN
58186.37376275	NaN	NaN	NaN
58186.37377465	NaN	NaN	NaN
58186.37378656	NaN	NaN	NaN
58186.37379845	NaN	NaN	NaN
58186.37381035	NaN	NaN	NaN
58186.37382226	NaN	NaN	NaN
58186.37383420	NaN	NaN	NaN
58186.37384610	NaN	NaN	NaN
58186.37385803	NaN	NaN	NaN
58186.37386992	NaN	NaN	NaN
58186.37388182	NaN	NaN	NaN
58186.37389372	NaN	NaN	NaN
58186.37390563	NaN	NaN	NaN
58186.37391754	NaN	NaN	NaN
58186.37392943	NaN	NaN	NaN
58186.37394135	NaN	NaN	NaN
58186.37395325	NaN	NaN	NaN
58186.37396516	NaN	NaN	NaN
58186.37397705	NaN	NaN	NaN
58186.37398895	NaN	NaN	NaN
58186.37400085	NaN	NaN	NaN
58186.37401275	NaN	NaN	NaN
58186.37402466	NaN	NaN	NaN
58186.37403658	NaN	NaN	NaN
58186.37404848	NaN	NaN	NaN
58186.37406038	NaN	NaN	NaN
58186.37407229	NaN	NaN	NaN
58186.37408420	NaN	NaN	NaN
58186.37409610	NaN	NaN	NaN
58186.37410801	NaN	NaN	NaN
58186.37411991	NaN	NaN	NaN
58186.37413180	NaN	NaN	NaN
58186.37414372	NaN	NaN	NaN
58186.37415563	NaN	NaN	NaN
58186.37416755	NaN	NaN	NaN
58186.37417945	NaN	NaN	NaN
58186.37419136	NaN	NaN	NaN
58186.37420327	NaN	NaN	NaN
58186.37421517	NaN	NaN	NaN
58186.37422708	NaN	NaN	NaN
58186.37423900	NaN	NaN	NaN
58186.37425092	NaN	NaN	NaN
58186.37426283	NaN	NaN	NaN
58186.37427473	NaN	NaN	NaN
58186.37428665	NaN	NaN	NaN
58186.37429862	NaN	NaN	NaN
58186.37431053	NaN	NaN	NaN
58186.37432245	NaN	NaN	NaN
58186.37433437	NaN	NaN	NaN
58186.37434627	NaN	NaN	NaN
58186.37435817	NaN	NaN	NaN
58186.37437007	NaN	NaN	NaN
58186.37438198	NaN	NaN	NaN
58186.37439389	NaN	NaN	NaN
58186.37440579	NaN	NaN	NaN
58186.37441769	NaN	NaN	NaN
58186.37442960	NaN	NaN	NaN
58186.37444151	NaN	NaN	NaN
58186.37445342	NaN	NaN	NaN
58186.37446534	NaN	NaN	NaN
58186.37447724	NaN	NaN	NaN
58186.37448914	NaN	NaN	NaN
58186.37450102	NaN	NaN	NaN
58186.37451293	NaN	NaN	NaN
58186.37452487	NaN	NaN	NaN
58186.37453679	NaN	NaN	NaN
58186.37454869	NaN	NaN	NaN
58186.37456062	NaN	NaN	NaN
58186.37457254	NaN	NaN	NaN
58186.37458446	NaN	NaN	NaN
58186.37459636	NaN	NaN	NaN
58186.37460826	NaN	NaN	NaN
58186.37462017	NaN	NaN	NaN
58186.37463208	NaN	NaN	NaN
58186.37464399	NaN	NaN	NaN
58186.37465591	NaN	NaN	NaN
58186.37466781	NaN	NaN	NaN
58186.37467970	NaN	NaN	NaN
58186.37469161	NaN	NaN	NaN
58186.37470354	NaN	NaN	NaN
58186.37471543	NaN	NaN	NaN
58186.37472734	NaN	NaN	NaN
58186.37473924	NaN	NaN	NaN
58186.37475116	NaN	NaN	NaN
58186.37476308	NaN	NaN	NaN
58186.37477499	NaN	NaN	NaN
58186.37478689	NaN	NaN	NaN
58186.37479880	NaN	NaN	NaN
58186.37481072	NaN	NaN	NaN
58186.37482264	NaN	NaN	NaN
58186.37483454	NaN	NaN	NaN
58186.37484645	NaN	NaN	NaN
58186.37485837	NaN	NaN	NaN
58186.37487027	NaN	NaN	NaN
58186.37488218	NaN	NaN	NaN
58186.37489408	NaN	NaN	NaN
58186.37490600	NaN	NaN	NaN
58186.37491790	NaN	NaN	NaN
58186.37492980	NaN	NaN	NaN
58186.37494172	NaN	NaN	NaN
58186.37495362	NaN	NaN	NaN
58186.37496554	NaN	NaN	NaN
58186.37497744	NaN	NaN	NaN
58186.37498935	NaN	NaN	NaN
58186.37500124	NaN	NaN	NaN
58186.37501314	NaN	NaN	NaN
58186.37502505	NaN	NaN	NaN
58186.37503697	NaN	NaN	NaN
58186.37504886	NaN	NaN	NaN
58186.37506078	NaN	NaN	NaN
58186.37507269	NaN	NaN	NaN
58186.37508460	NaN	NaN	NaN
58186.37509651	NaN	NaN	NaN
58186.37510840	NaN	NaN	NaN
58186.37512032	NaN	NaN	NaN
58186.37513220	NaN	NaN	NaN
58186.37514414	NaN	NaN	NaN
58186.37515605	NaN	NaN	NaN
58186.37516795	NaN	NaN	NaN
58186.37517986	NaN	NaN	NaN
58186.37519175	NaN	NaN	NaN
58186.37520365	NaN	NaN	NaN
58186.37521556	NaN	NaN	NaN
58186.37522748	NaN	NaN	NaN
58186.37523938	NaN	NaN	NaN
58186.37525128	NaN	NaN	NaN
58186.37526319	NaN	NaN	NaN
58186.37527509	NaN	NaN	NaN
58186.37528698	NaN	NaN	NaN
58186.37529889	NaN	NaN	NaN
58186.37531079	NaN	NaN	NaN
58186.37532270	NaN	NaN	NaN
58186.37533461	NaN	NaN	NaN
58186.37534651	NaN	NaN	NaN
58186.37535843	NaN	NaN	NaN
58186.37537033	NaN	NaN	NaN
58186.37538224	NaN	NaN	NaN
58186.37539414	NaN	NaN	NaN
58186.37540606	NaN	NaN	NaN
58186.37541797	NaN	NaN	NaN
58186.37542987	NaN	NaN	NaN
58186.37544176	NaN	NaN	NaN
58186.37545369	NaN	NaN	NaN
58186.37546561	NaN	NaN	NaN
58186.37547751	NaN	NaN	NaN
58186.37548942	NaN	NaN	NaN
58186.37550134	NaN	NaN	NaN
58186.37551323	NaN	NaN	NaN
58186.37552514	NaN	NaN	NaN
58186.37553704	NaN	NaN	NaN
58186.37554895	NaN	NaN	NaN
58186.37556085	NaN	NaN	NaN
58186.37557275	NaN	NaN	NaN
58186.37558467	NaN	NaN	NaN
58186.37559657	NaN	NaN	NaN
58186.37560848	NaN	NaN	NaN
58186.37562038	NaN	NaN	NaN
58186.37563229	NaN	NaN	NaN
58186.37564417	NaN	NaN	NaN
58186.37565608	NaN	NaN	NaN
58186.37566800	NaN	NaN	NaN
58186.37567990	NaN	NaN	NaN
58186.37569180	NaN	NaN	NaN
58186.37570371	NaN	NaN	NaN
58186.37571560	NaN	NaN	NaN
58186.37572751	NaN	NaN	NaN
58186.37573942	NaN	NaN	NaN
58186.37575133	NaN	NaN	NaN
58186.37576325	NaN	NaN	NaN
58186.37577514	NaN	NaN	NaN
58186.37578704	NaN	NaN	NaN
58186.37579895	NaN	NaN	NaN
58186.37581085	NaN	NaN	NaN
58186.37582275	NaN	NaN	NaN
58186.37583467	NaN	NaN	NaN
58186.37584657	NaN	NaN	NaN
58186.37585848	NaN	NaN	NaN
58186.37587038	NaN	NaN	NaN
58186.37588230	NaN	NaN	NaN
58186.37589421	NaN	NaN	NaN
58186.37590611	NaN	NaN	NaN
58186.37591802	NaN	NaN	NaN
58186.37592991	NaN	NaN	NaN
58186.37594185	NaN	NaN	NaN
58186.37595374	NaN	NaN	NaN
58186.37596564	NaN	NaN	NaN
58186.37597754	NaN	NaN	NaN
58186.37598945	NaN	NaN	NaN
58186.37600135	NaN	NaN	NaN
58186.37601325	NaN	NaN	NaN
58186.37602516	NaN	NaN	NaN
58186.37603706	NaN	NaN	NaN
58186.37604897	NaN	NaN	NaN
58186.37606086	NaN	NaN	NaN
58186.37607276	NaN	NaN	NaN
58186.37608467	NaN	NaN	NaN
58186.37609658	NaN	NaN	NaN
58186.37610848	NaN	NaN	NaN
58186.37612039	NaN	NaN	NaN
58186.37613229	NaN	NaN	NaN
58186.37614419	NaN	NaN	NaN
58186.37615608	NaN	NaN	NaN
58186.37616799	NaN	NaN	NaN
58186.37617992	NaN	NaN	NaN
58186.37619184	NaN	NaN	NaN
58186.37620375	NaN	NaN	NaN
